frequency	language	identifier	gloss	lexeme
2	None	JTRH/	remainder	יִתְרָה
2	None	JXDJHW/	Jehdeiah	יֶחְדְּיָהוּ
2	None	JRX==/	Jerah	יֶרַח
2	None	J>ZNJH/	Jaazaniah	יַאֲזַנְיָה
2	None	J>ZNJHW/	Jaazaniah	יַאֲזַנְיָהוּ
2	None	JBN>L/	Jabneel	יַבְנְאֵל
2	None	JBCT/	dry land	יַבֶּשֶׁת
2	None	JHY/	Jahaz	יַהַץ
2	None	JXL>L/	Jahleel	יַחְלְאֵל
2	None	JXMWR/	reebok	יַחְמוּר
2	None	JXY>L/	Jahzeel	יַחְצְאֵל
2	None	JLPT/	ringworm	יַלֶּפֶת
2	None	JM/	sea	יַם
2	None	J<LH=/	Jaala	יַעְלָה
2	None	J<RH==/	Jadah	יַעְרָה
2	None	J<ZJHW/	Jaaziah	יַעֲזִיָּהוּ
2	None	J<FJ>L/	Jaasiel	יַעֲשִׂיאֵל
2	None	J<R=/	honeycomb	יַעַר
2	None	JQJR/	difficult	יַקִּיר
2	None	JRX</	Jarha	יַרְחָע
2	None	JBL/	water-ditch	יָבָל
2	None	JBM/	husband's brother	יָבָם
2	None	JGBHH/	Jogbehah	יָגְבֳּהָה
2	None	JGWR/	fearing	יָגֹור
2	None	JD</	Jada	יָדָע
2	None	JHJR/	haughty	יָהִיר
2	None	JWN/	sediment	יָוֵן
2	None	JNWXH/	Janoah	יָנֹוחָה
2	None	JQM<M/	Jokmeam	יָקְמְעָם
2	None	JQT>L/	Joktheel	יָקְתְאֵל
2	None	JQJM/	Jakim	יָקִים
2	None	JRB/	the great king	יָרֵב
2	None	JCBQCH/	Joshbekashah	יָשְׁבְּקָשָׁה
2	None	JWBB/	Jobab	יֹובָב
2	None	JWX>/	Joha	יֹוחָא
2	None	JWKBD/	Jochebed	יֹוכֶבֶד
2	None	JW<C/	Joash	יֹועָשׁ
2	None	JWRH/	early rain	יֹורֶה
2	None	JWCPV/	Joshaphat	יֹושָׁפָט
2	None	JGB[	labour	יגב
2	None	JDH[	praise	ידה
2	None	JWVH/	Juttah	יוּטָּה
2	None	JMR[	<uncertain>	ימר
2	None	JSD=[	close	יסד
2	None	JRH===[	<uncertain>	ירה
2	None	JRV[	throw	ירט
2	None	KWJH/	branding	כְּוִיָּה
2	None	KLW>/	prison	כְּלוּא
2	None	KLWB=/	Kelub	כְּלוּב
2	None	KNNJHW=/	Chenaniah	כְּנַנְיָהוּ
2	None	KRJT/	Kerith	כְּרִית
2	None	KRN/	Keran	כְּרָן
2	None	KRWB=/	Kerub	כְּרוּב
2	None	KTL/	wall	כְּתַל
2	None	KJLJ/	<uncertain>	כִּילַי
2	None	KLJWN/	annihilation	כִּלָּיֹון
2	None	KNM/	gnat	כִּנָּם
2	None	KSLW/	Kislev	כִּסְלֵו
2	None	KSLH/	confidence	כִּסְלָה
2	None	KP=/	rock	כֵּף
2	None	KBL/	fetter	כֶּבֶל
2	None	KLX=/	Calah	כֶּלַח
2	None	KLX/	vigour	כֶּלַח
2	None	KS>=/	full moon	כֶּסֶא
2	None	KST/	band	כֶּסֶת
2	None	KDKD/	ruby	כַּדְכֹּד
2	None	KWN/	cake	כַּוָּן
2	None	KLKL/	Calcol	כַּלְכֹּל
2	None	KLNH/	Calneh	כַּלְנֵה
2	None	KSLXJM/	Casluhites	כַּסְלֻחִים
2	None	KRKB/	rim	כַּרְכֹּב
2	None	KBJR=/	quilt	כָּבִיר
2	None	KBWL/	Cabul	כָּבוּל
2	None	KZBJ/	Cozbi	כָּזְבִּי
2	None	KL_XZH/	Col-Hozeh	כָּל חֹזֶה
2	None	KSPJ>/	Casiphia	כָּסִפְיָא
2	None	KSWJ/	covering	כָּסוּי
2	None	KPN/	hunger	כָּפָן
2	None	KPR==/	village	כָּפָר
2	None	KRJ/	Carites	כָּרִי
2	None	KSMT/	spelt	כֻּסֶּמֶת
2	None	KWMZ/	breastplate	כּוּמָז
2	None	KWCJ/	Cushi	כּוּשִׁי
2	None	KWT/	Cuthah	כּוּת
2	None	KBR[	multiply	כבר
2	None	KWH[	burn	כוה
2	None	KSX[	cut off	כסח
2	None	KSM[	clip	כסם
2	None	KRR[	dance	כרר
2	None	LBNH=====/	Lebanah	לְבָנָה
2	None	LBWC/	garment	לְבוּשׁ
2	None	LHBJM/	Lehabites	לְהָבִים
2	None	LXWM/	<uncertain>	לְחוּם
2	None	LMW>L/	Lemuel	לְמוּאֵל
2	None	LBNJ/	Libnite	לִבְנִי
2	None	LBNH==/	storax tree	לִבְנֶה
2	None	LWJH/	wreath	לִוְיָה
2	None	LQV/	gleaning	לֶקֶט
2	None	LQC/	late sowing	לֶקֶשׁ
2	None	LCM/	<gem>	לֶשֶׁם
2	None	LCM=/	Leshem	לֶשֶׁם
2	None	LHBT/	flame	לַהֶבֶת
2	None	LJC==/	Laish	לַיִשׁ
2	None	LHN	therefore	לָהֵן
2	None	LZH	this there	לָזֶה
2	None	L<G=/	stammering	לָעֵג
2	None	LCD/	dainty	לָשָׁד
2	None	L>_<MJ/	Lo-Ammi	לֹא עַמִּי
2	None	LWXC/	Hallohesh	לֹוחֵשׁ
2	None	LV=/	mastic tree	לֹט
2	None	LBB=[	bake	לבב
2	None	LHM[	swallow	להם
2	None	LWXJT/	Luhith	לוּחִית
2	None	L<<[	talk inconsiderately	לעע
2	None	LCN[	slander	לשׁן
2	None	MBWKH/	confusion	מְבוּכָה
2	None	MDN/	Medan	מְדָן
2	None	MDWRH/	pile	מְדוּרָה
2	None	MXJD>/	Mehida	מְחִידָא
2	None	MXBRWT/	clamps	מְחַבְּרֹות
2	None	MXLTJ/	Meholathite	מְחֹלָתִי
2	None	MLJYH/	saying	מְלִיצָה
2	None	MLWNH/	watching-place	מְלוּנָה
2	None	MMWTJM/	death	מְמֹותִים
2	None	MNWSH/	flight	מְנוּסָה
2	None	MYWDH==/	net	מְצֹודָה
2	None	MQRH==/	coolness	מְקֵרָה
2	None	MRRH=/	gall	מְרֹרָה
2	None	MCLMWT/	Meshillemoth	מְשִׁלֵּמֹות
2	None	MCX/	oil	מְשַׁח
2	None	MTWC>L/	Methushael	מְתוּשָׁאֵל
2	None	MBXWR/	choice	מִבְחֹור
2	None	MBV>/	promise	מִבְטָא
2	None	MBYR=/	Mibzar	מִבְצָר
2	None	MGDL_<DR/	Migdal Eder	מִגְדַּל עֵדֶר
2	None	MGDL_SWNH/	from Migdol to Aswan	מִגְדֹּל סְוֵנֵה
2	None	MGRWN/	Migron	מִגְרֹון
2	None	MDRC/	exposition	מִדְרָשׁ
2	None	MZRH/	pitch-fork	מִזְרֶה
2	None	MVPXT/	cloak	מִטְפַּחַת
2	None	MJKJHW=/	Micaiah	מִיכָיָהוּ
2	None	MKLWL/	perfection	מִכְלֹול
2	None	MKMTT/	Micmethath	מִכְמְתָת
2	None	MKMS/	Micmash	מִכְמָס
2	None	MKMR/	net	מִכְמָר
2	None	MKSH==/	amount	מִכְסָה
2	None	MMSK/	mixed wine	מִמְסָךְ
2	None	MNHG/	driving	מִנְהָג
2	None	MNXH/	offering	מִנְחָה
2	None	MNJT/	Minnith	מִנִּית
2	None	MSPXWT/	veils	מִסְפָּחֹות
2	None	MPRF/	sail	מִפְרָשׂ
2	None	MYHLWT/	neighing	מִצְהָלֹות
2	None	MQVRT/	censer	מִקְטֶרֶת
2	None	MQNJHW/	Mikneiah	מִקְנֵיָהוּ
2	None	MQSM/	divination	מִקְסָם
2	None	MQCH=/	cucumber field	מִקְשָׁה
2	None	MC>L/	Mishal	מִשְׁאָל
2	None	MC>LH/	request	מִשְׁאָלָה
2	None	MCXH==/	portion	מִשְׁחָה
2	None	MCVX/	spreading-place	מִשְׁטָח
2	None	MCLXT/	discharge	מִשְׁלַחַת
2	None	MCPTJM/	saddle-bags	מִשְׁפְּתַיִם
2	None	MCQLT/	leveller	מִשְׁקֶלֶת
2	None	MFRPWT/	burning	מִשְׂרְפֹות
2	None	MFRPWT_MJM/	Misrephoth Maim	מִשְׂרְפֹות מַיִם
2	None	MFRH/	dominion	מִשְׂרָה
2	None	MTQH/	Mithcah	מִתְקָה
2	None	MTRDT/	Mithredath	מִתְרְדָת
2	None	M>H=/	the Hundred	מֵאָה
2	None	M>MR/	word	מֵאמַר
2	None	MX/	fatling	מֵחַ
2	None	MJ_ZHB/	Me-Zahab	מֵי זָהָב
2	None	MJDD/	Medad	מֵידָד
2	None	MRWM=/	Merom	מֵרֹום
2	None	MRNTJ/	Meronothite	מֵרֹנֹתִי
2	None	MXYH/	half	מֶחֱצָה
2	None	MLYR/	guardian	מֶלְצַר
2	None	MLK==/	Melech	מֶלֶךְ
2	None	MLX==/	rag	מֶלַח
2	None	MRQXH/	ointment pot	מֶרְקָחָה
2	None	MRD=/	Mered	מֶרֶד
2	None	MCJ/	textile	מֶשִׁי
2	None	MCK/	bag	מֶשֶׁךְ
2	None	M>KLT=/	food	מַאֲכֹלֶת
2	None	MGDJ>L/	Magdiel	מַגְדִּיאֵל
2	None	MGL/	sickle	מַגָּל
2	None	MDWH/	sickness	מַדְוֶה
2	None	MDRGH/	steep way	מַדְרֵגָה
2	None	MHLMWT/	strokes	מַהֲלֻמֹות
2	None	MHR_CLL_XC_BZ/	Maher-Shalal-Hash-Baz	מַהֵר שָׁלָל חָשׁ בַּז
2	None	MZLG=/	fork	מַזְלֵג
2	None	MXLJ/	Mahlite	מַחְלִי
2	None	MXLPWT/	plaits	מַחְלָפֹות
2	None	MXSJH/	Mahseiah	מַחְסֵיָה
2	None	MXTRT/	breaking in	מַחְתֶּרֶת
2	None	MXZJ>WT/	Mahazioth	מַחֲזִיאֹות
2	None	MXLH===/	disease	מַחֲלֶה
2	None	MXLT=/	Mahalath	מַחֲלַת
2	None	MXLYWT/	robes	מַחֲלָצֹות
2	None	MXNH_DN/	Mahaneh Dan	מַחֲנֵה דָן
2	None	MXRCH/	ploughshare	מַחֲרֵשָׁה
2	None	MVRD/	Matred	מַטְרֵד
2	None	MKCLH/	decay	מַכְשֵׁלָה
2	None	MKR=/	client	מַכָּר
2	None	ML>K/	angel	מַלְאַךְ
2	None	MLKJ_YDQ/	Melchizedek	מַלְכִּי צֶדֶק
2	None	MLKH/	queen	מַלְכָּה
2	None	MLWTJ/	Mallothi	מַלֹּותִי
2	None	MMZR/	bastard	מַמְזֵר
2	None	MMR>/	Mamre	מַמְרֵא
2	None	MMTQJM/	sweetness	מַמְתַקִּים
2	None	MSKH=/	covering	מַסֵּכָה
2	None	MSKT/	warp-threads	מַסֶּכֶת
2	None	MS<=/	quarry-stone	מַסָּע
2	None	M<YWR/	hindrance	מַעְצֹור
2	None	M<DNT/	reluctance	מַעֲדַנֹּת
2	None	M<LH_>DMJM/	the Pass of Adummim	מַעֲלֵה אֲדֻמִּים
2	None	M<YD/	billhook	מַעֲצָד
2	None	M<CQWT/	extortion	מַעֲשַׁקֹּות
2	None	M<R/	nakedness	מַעַר
2	None	MPL/	refuse	מַפָּל
2	None	MYRP/	melting pot	מַצְרֵף
2	None	MQ/	musty smell	מַק
2	None	MQHL/	assembly	מַקְהֵל
2	None	MQHLT/	Makheloth	מַקְהֵלֹת
2	None	MRBDJM/	coverlets	מַרְבַדִּים
2	None	MRBH/	abundance	מַרְבֶּה
2	None	MRZX/	banquet	מַרְזֵחַ
2	None	MRXCT/	cooking pot	מַרְחֶשֶׁת
2	None	MRY</	awl	מַרְצֵעַ
2	None	MC>H/	loan	מַשָּׁאָה
2	None	MCW>WT/	deceptions	מַשּׁוּאֹות
2	None	MFVMH/	animosity	מַשְׂטֵמָה
2	None	MFMRH/	nail	מַשְׂמֵרָה
2	None	MFRQH/	Masrekah	מַשְׂרֵקָה
2	None	MF>===/	Massa	מַשָּׂא
2	None	MTNH=/	Mattanah	מַתָּנָה
2	None	MG/	official	מָג
2	None	MDWN=/	Madon	מָדֹון
2	None	MDW/	garment	מָדוּ
2	None	MZWN/	food	מָזֹון
2	None	MZWN/	food	מָזֹון
2	None	MXLT/	<uncertain>	מָחֲלַת
2	None	MNXT/	Manahath	מָנַחַת
2	None	M<WG/	venue	מָעֹוג
2	None	M<WN==/	Maon	מָעֹון
2	None	MYWQ=/	support	מָצוּק
2	None	MRD=/	rebellious	מָרָד
2	None	MCXH=/	anointment	מָשְׁחָה
2	None	MCWV/	oar	מָשֹׁוט
2	None	MTQ=/	sweet	מָתֵק
2	None	MD<=/	kinsman	מֹדָע
2	None	MWB>/	coming	מֹובָא
2	None	MWY>H/	origin	מֹוצָאָה
2	None	MWRCTJ/	from Moresheth	מֹורַשְׁתִּי
2	None	MWRC/	possession	מֹורָשׁ
2	None	MNH==/	portion	מֹנֶה
2	None	MSRWT/	Moseroth	מֹסֵרֹות
2	None	MRJH/	Moriah	מֹרִיָּה
2	None	MRH/	bitterness	מֹרָה
2	None	MCL=/	dominion	מֹשֶׁל
2	None	MYB=/	post	מֻצָּב
2	None	M>S=[	dissolve	מאס
2	None	MGR[	hurl	מגר
2	None	MWSD=/	foundation	מוּסָד
2	None	MWSDH/	foundation	מוּסָדָה
2	None	MWYQT/	casting	מוּצֶקֶת
2	None	MWYQ/	casting	מוּצָק
2	None	MWCJ/	Mushite	מוּשִׁי
2	None	MWC=[	touch	מושׁ
2	None	ML>[	fill	מלא
2	None	MLQ[	nip off	מלק
2	None	MSR[	assign	מסר
2	None	N>YH/	contumely	נְאָצָה
2	None	NBZBH/	present	נְבִזְבָּה
2	None	NHMH/	growling	נְהָמָה
2	None	NVPH/	eardrops	נְטִפָה
2	None	NVPH=/	Netophah	נְטֹפָה
2	None	NKS/	possession	נְכַס
2	None	NK>T/	ladanum	נְכֹאת
2	None	NKT/	treasure	נְכֹת
2	None	NMLH/	ant	נְמָלָה
2	None	N<RT/	tow	נְעֹרֶת
2	None	NYJX/	Neziah	נְצִיחַ
2	None	NQRH/	hole	נְקָרָה
2	None	NCJQH/	kiss	נְשִׁיקָה
2	None	NCR/	eagle	נְשַׁר
2	None	N>PJM/	adultery	נִאֻפִים
2	None	NDBK/	layer	נִדְבָּךְ
2	None	NJB/	fruit	נִיב
2	None	NJXWX/	incense	נִיחֹוחַ
2	None	NJSN/	Nissan	נִיסָן
2	None	NMRJM/	Nimrim	נִמְרִים
2	None	NSRK/	Nisroch	נִסְרֹךְ
2	None	NPQH/	expenses	נִפְקָה
2	None	NYH=/	blossom	נִצָּה
2	None	NCTWN/	letter	נִשְׁתְּוָן
2	None	NKR=/	misfortune	נֵכֶר
2	None	NYX=/	blood-spout	נֵצַח
2	None	NXMH/	comfort	נֶחָמָה
2	None	NPTWX/	Nephtoah	נֶפְתֹּוחַ
2	None	NTR/	natron	נֶתֶר
2	None	NGX/	goring	נַגָּח
2	None	NHLL=/	Nahalal	נַהֲלָל
2	None	NHJRW/	brilliance	נַהִירוּ
2	None	NHM/	groaning	נַהַם
2	None	NXRJ/	Naharai	נַחְרַי
2	None	NXLJ>L/	Nahaliel	נַחֲלִיאֵל
2	None	NXC=/	spell	נַחַשׁ
2	None	N<YWY/	thorn-bush	נַעֲצוּץ
2	None	NPTXJM/	Naphtuhites	נַפְתֻּחִים
2	None	NWH==/	<uncertain>	נָוֶה
2	None	NSJK=/	libation	נָסִיךְ
2	None	NCH/	sciatic nerve	נָשֶׁה
2	None	NBX/	Nobah	נֹבַח
2	None	NGH=/	Nogah	נֹגַהּ
2	None	NW<DJH/	Noadiah	נֹועַדְיָה
2	None	NQD/	sheep-raiser	נֹקֵד
2	None	NQP/	strike	נֹקֶף
2	None	N>Q[	groan	נאק
2	None	N>R[	abandon	נאר
2	None	NDH[	exclude	נדה
2	None	NHH[	lament	נהה
2	None	NHQ[	cry	נהק
2	None	NHR=[	beam	נהר
2	None	NWP=[	besprinkle	נוף
2	None	NVL[	lift up	נטל
2	None	NJR[	till	ניר
2	None	NQP=[	strike	נקף
2	None	NCP[	blow	נשׁף
2	None	SBK=/	thicket	סְבֹךְ
2	None	SGWR=/	enclosure	סְגֹור
2	None	SXBWT/	rags	סְחָבֹות
2	None	SNW>H/	Hassenuah	סְנוּאָה
2	None	S<PH/	bough	סְעַפָּה
2	None	SJN=/	Sin	סִין
2	None	SJNJ/	Sinite	סִינִי
2	None	SJ<>/	Sia	סִיעָא
2	None	SLWN/	prickle	סִלֹּון
2	None	SSMJ/	Sismai	סִסְמַי
2	None	SRJWN/	scaly coat	סִרְיֹון
2	None	SPL/	bowl	סֵפֶל
2	None	SLD/	Seled	סֶלֶד
2	None	SLP/	crookedness	סֶלֶף
2	None	SRD/	Sered	סֶרֶד
2	None	SBTK>/	Sabteca	סַבְתְּכָא
2	None	SBT>/	Sabta	סַבְתָּא
2	None	SD/	stock	סַד
2	None	SLW>=/	Sallu	סַלּוּא
2	None	SPXT/	scab	סַפַּחַת
2	None	SRBL/	trousers	סַרְבָּל
2	None	S<JP=/	bough	סָעִיף
2	None	SWVJ/	Sotai	סֹוטַי
2	None	SPRT/	function of scribe	סֹפֶרֶת
2	None	SBK[	be interwoven	סבך
2	None	SWK=[	incite	סוך
2	None	SWP[	end	סוף
2	None	SXP[	wash away	סחף
2	None	SKK=[	weave	סכך
2	None	SLH[	reject	סלה
2	None	SMM[	apply paste	סמם
2	None	SMR[	bristle	סמר
2	None	SRX[	overhang	סרח
2	None	<BDH=/	slaves	עֲבֻדָּה
2	None	<BWR=/	produce	עֲבוּר
2	None	<GBH/	desire	עֲגָבָה
2	None	<WJT/	Avith	עֲוִית
2	None	<NB=/	Anab	עֲנָב
2	None	<NJH/	Anaiah	עֲנָיָה
2	None	<NMJM/	Anamites	עֲנָמִים
2	None	<NNH/	rain cloud	עֲנָנָה
2	None	<NT/	Anath	עֲנָת
2	None	<NTWT=/	Anathoth	עֲנָתֹות
2	None	<QLQL/	crooked	עֲקַלְקָל
2	None	<RBJ=/	Arab	עֲרָבִי
2	None	<RBH==/	pledge	עֲרֻבָּה
2	None	<DW>/	Iddo	עִדֹּוא
2	None	<WRWN/	blindness	עִוָּרֹון
2	None	<ZQH/	seal ring	עִזְקָה
2	None	<ZWZ=/	powerful	עִזּוּז
2	None	<JJM/	Iyim	עִיִּים
2	None	<JJ_H<BRJM/	Iye Abarim	עִיֵּי הָעֲבָרִים
2	None	<JR===/	excitement	עִיר
2	None	<JRD/	Irad	עִירָד
2	None	<JRM=/	Iram	עִירָם
2	None	<LJ/	upper	עִלִּי
2	None	<QCWT/	crookedness	עִקְּשׁוּת
2	None	<DN==/	Eden	עֵדֶן
2	None	<DR==/	Eder	עֵדֶר
2	None	<JN_CMC/	En Shemesh	עֵין שֶׁמֶשׁ
2	None	<JNJM/	Enaim	עֵינַיִם
2	None	<JPH/	darkness	עֵיפָה
2	None	<YH=/	rebellion	עֵצָה
2	None	<RJ=/	Eri	עֵרִי
2	None	<GLT_CLCJH/	Eglath Shelishiyah	עֶגְלַת שְׁלִשִׁיָּה
2	None	<GLH==/	Eglah	עֶגְלָה
2	None	<KS/	anklet	עֶכֶס
2	None	<LM/	young man	עֶלֶם
2	None	<QRWNJ/	from Ekron	עֶקְרֹונִי
2	None	<RMWN/	plane-tree	עֶרְמֹון
2	None	<RB========/	Arabia	עֶרֶב
2	None	<TR=/	Ether	עֶתֶר
2	None	<BD>/	Abda	עַבְדָּא
2	None	<BDWN=/	Abdon	עַבְדֹּון
2	None	<BRNH/	Abronah	עַבְרֹנָה
2	None	<DN>/	Adna	עַדְנָא
2	None	<DRJ>L/	Adriel	עַדְרִיאֵל
2	None	<ZTJ/	from Gaza	עַזָּתִי
2	None	<VRWT_>DR/	Ataroth Addar	עַטְרֹות אַדָּר
2	None	<JH/	Aiah	עַיָּה
2	None	<KBJC/	spider	עַכָּבִישׁ
2	None	<LWH=/	Alvah	עַלְוָה
2	None	<LMWN_DBLTJMH/	Almon Diblathaim	עַלְמֹון דִּבְלָתָיְמָה
2	None	<MRMJ/	Amramite	עַמְרָמִי
2	None	<RBTJ/	Arbathite	עַרְבָתִי
2	None	<R<R/	juniper	עַרְעָר
2	None	<RQJ/	Arkite	עַרְקִי
2	None	<TJQ/	removed	עַתִּיק
2	None	<GJL/	adornment	עָגִיל
2	None	<GWR/	bulbul	עָגוּר
2	None	<ZNJH/	vulture	עָזְנִיָּה
2	None	<ZJ>LJ/	Uzzielite	עָזִּיאֵלִי
2	None	<VWP/	feeble	עָטוּף
2	None	<MWQ/	Amok	עָמֹוק
2	None	<NR/	Aner	עָנֵר
2	None	<R/	<uncertain>	עָר
2	None	<RPH/	Orpah	עָרְפָּה
2	None	<RB=======/	pleasant	עָרֵב
2	None	<CN=/	smoking	עָשֵׁן
2	None	<TR/	perfume	עָתָר
2	None	<WP/	bird	עֹוף
2	None	<MQ===/	depth	עֹמֶק
2	None	<NG=/	delight	עֹנֶג
2	None	<NC/	fine	עֹנֶשׁ
2	None	<YM=/	might	עֹצֶם
2	None	<DH=[	stride	עדה
2	None	<DR=[	weed	עדר
2	None	<DR==[	flock together	עדר
2	None	<WL/	suckling	עוּל
2	None	<WTJ/	Uthai	עוּתַי
2	None	<WL=[	do wrong	עול
2	None	<WY[	plan	עוץ
2	None	<WQ[	totter	עוק
2	None	<ZB=[	flag	עזב
2	None	<MM[	ally	עמם
2	None	<MR[	deal violently	עמר
2	None	<ND[	bind	ענד
2	None	<PL[	be heedless	עפל
2	None	<YB=[	shape	עצב
2	None	<YM=[	close	עצם
2	None	<RL[	leave unharvested	ערל
2	None	<RP[	drip	ערף
2	None	<RQ[	gnaw	ערק
2	None	<TD[	prepare	עתד
2	None	PLVJHW/	Pelatiah	פְּלַטְיָהוּ
2	None	PL>JH/	Pelaiah	פְּלָאיָה
2	None	PNW>L=/	Penuel	פְּנוּאֵל
2	None	PQWD/	Pekod	פְּקֹוד
2	None	PRS=/	half-shekel	פְּרֵס
2	None	PRZWN/	countrymen	פְּרָזֹון
2	None	PTJ/	breadth	פְּתָי
2	None	PTWR/	Pethor	פְּתֹור
2	None	PDJWN/	ransom	פִּדְיֹון
2	None	PJX/	soot	פִּיחַ
2	None	PJNN/	Pinon	פִּינֹן
2	None	PJPJWT/	double-edged	פִּיפִיֹּות
2	None	PJTWN/	Pithon	פִּיתֹון
2	None	PQX/	clear-sighted	פִּקֵּחַ
2	None	PTGM/	decision	פִּתְגָם
2	None	PTXWN/	inducement	פִּתָּחֹון
2	None	PG</	occurrence	פֶּגַע
2	None	PL>J/	miraculous	פֶּלִאי
2	None	PLV/	Pelet	פֶּלֶט
2	None	PLK/	whirl of spindle	פֶּלֶךְ
2	None	PLS/	indicator	פֶּלֶס
2	None	PLT/	Peleth	פֶּלֶת
2	None	PRS/	vulture	פֶּרֶס
2	None	PRY_<ZH/	Perez Uzzah	פֶּרֶץ עֻזָּה
2	None	PRQ/	plunder	פֶּרֶק
2	None	PX/	plate	פַּח
2	None	PLVJ=/	Palti	פַּלְטִי
2	None	PLVJ>L/	Paltiel	פַּלְטִיאֵל
2	None	PS/	palm	פַּס
2	None	PR<C/	flea	פַּרְעֹשׁ
2	None	PTRSJM/	Pathrusites	פַּתְרֻסִים
2	None	P>RWR/	glow	פָּארוּר
2	None	PDWN/	Padon	פָּדֹון
2	None	PRCH/	statement	פָּרָשָׁה
2	None	PWVJPR/	Potiphar	פֹּוטִיפַר
2	None	PWL/	beans	פֹּול
2	None	PKRT_HYBJJM/	Pokereth-Hazzebaim	פֹּכֶרֶת הַצְּבָיִים
2	None	PRT=/	tamarisk?	פֹּרָת
2	None	PT=/	forehead	פֹּת
2	None	PWH/	Puah	פֻּוָּה
2	None	PRH==/	Purah	פֻּרָה
2	None	PW>H/	Puah	פּוּאָה
2	None	PWNN/	Punon	פּוּנֹן
2	None	PWRH/	trough	פּוּרָה
2	None	PGR[	be faint	פגר
2	None	PZZ[	be agile	פזז
2	None	PXZ[	be insolent	פחז
2	None	PLS=[	watch	פלס
2	None	PYL[	peel	פצל
2	None	PRX=[	fly?	פרח
2	None	PCR[	interpret	פשׁר
2	None	PFQ[	open	פשׂק
2	None	PTX[	open	פתח
2	None	YBJH/	she-gazelle	צְבִיָּה
2	None	YB>H/	she-gazelle	צְבָאָה
2	None	YB<JM/	Zeboim	צְבֹעִים
2	None	YDJH/	malicious intent	צְדִיָּה
2	None	YDD/	Zedad	צְדָד
2	None	YXQ/	laughter	צְחֹק
2	None	YLYL/	cricket	צְלָצַל
2	None	YMTT/	forfeiture	צְמִתֻת
2	None	YMRJ/	Zemarite	צְמָרִי
2	None	YMRJM/	<mountain>	צְמָרַיִם
2	None	YNJNJM/	pricks	צְנִינִים
2	None	Y<JRH/	youth	צְעִירָה
2	None	YPNJHW/	Zephaniah	צְפַנְיָהוּ
2	None	YPW/	Zepho	צְפֹו
2	None	YRDH/	Zeredah	צְרֵדָה
2	None	YRWR=/	pebble	צְרֹור
2	None	YBJH=/	Zibiah	צִבְיָה
2	None	YLTJ/	Zillethai	צִלְּתַי
2	None	YNWR/	water-tunnel	צִנֹּור
2	None	YPRN/	nail	צִפֹּרֶן
2	None	Y>H/	excrement	צֵאָה
2	None	YL<==/	Zela	צֵלָע
2	None	Y>LJM/	lotus	צֶאֱלִים
2	None	YLQ/	Zelek	צֶלֶק
2	None	YD/	side	צַד
2	None	YLMWN/	Zalmon	צַלְמֹון
2	None	YLMNH/	Zalmonah	צַלְמֹנָה
2	None	YMJM/	<uncertain>	צַמִּים
2	None	Y<NNJM/	Zaanannim	צַעֲנַנִּים
2	None	YB=/	wagon	צָב
2	None	YJWN/	waterless country	צָיֹון
2	None	YPWN=/	Zaphon	צָפֹון
2	None	YR<TJ/	Zorathite	צָרְעָתִי
2	None	YRBT/	scar	צָרֶבֶת
2	None	Y>J/	filthy	צֹאִי
2	None	YWPX/	Zophah	צֹופַח
2	None	YBH[	swell	צבה
2	None	YDH[	be after	צדה
2	None	YWP/	honey-comb	צוּף
2	None	YWR==[	shape	צור
2	None	YJR[	<uncertain>	ציר
2	None	YLH[	pray	צלה
2	None	YLL==[	grow dark	צלל
2	None	YRX[	cry	צרח
2	None	QHLH/	assembly	קְהִלָּה
2	None	QHLTH/	Kehelathah	קְהֵלָתָה
2	None	QW>/	Kue	קְוֵא
2	None	QWYWT/	hairlocks	קְוֻצֹּות
2	None	QJM=/	statute	קְיָם
2	None	QNT/	Kenath	קְנָת
2	None	QRY/	piece	קְרַץ
2	None	QCV/	truth	קְשֹׁט
2	None	QDH/	cassia-bud	קִדָּה
2	None	QJR_XRFT/	Kir Hareseth	קִיר חֲרָשֶׂת
2	None	QMWF/	weed	קִמֹּושׂ
2	None	QRBH/	approach	קִרְבָה
2	None	QRJT_B<L/	Kiriath Baal	קִרְיַת בַּעַל
2	None	QCJWN/	Kishion	קִשְׁיֹון
2	None	QCRJM/	bands	קִשֻּׁרִים
2	None	QBH/	rennet-bag	קֵבָה
2	None	QDMH==/	Kedemah	קֵדְמָה
2	None	QJRS/	Keros	קֵירֹס
2	None	QDMH/	former time	קַדְמָה
2	None	QDXT/	inflammation	קַדַּחַת
2	None	QJN==/	Kain	קַיִן
2	None	QJM/	during	קַיָּם
2	None	QLXT/	cauldron	קַלַּחַת
2	None	QNW>/	jealous	קַנֹּוא
2	None	QR=/	cool	קַר
2	None	QRSL/	ankle	קַרְסֹל
2	None	QCB==/	attentive	קַשָּׁב
2	None	QLL/	burnished	קָלָל
2	None	QRJ>/	summoned	קָרִיא
2	None	QWB</	helmet	קֹובַע
2	None	QWLJH/	Kolaiah	קֹולָיָה
2	None	QWP/	ape	קֹוף
2	None	QVN==/	the little one	קֹטֶן
2	None	QR>/	partridge	קֹרֵא
2	None	QB<T/	cup	קֻבַּעַת
2	None	QRBN=/	supply	קֻרְבָּן
2	None	QWR/	thread	קוּר
2	None	QWH=[	collect	קוה
2	None	QWY=[	be asunder	קוץ
2	None	QWR[	dig	קור
